,函數,參數0,參數1,參數2,參數3,參數4,參數5,參數6,參數7,參數8,參數9,參數10,參數11,參數12
0,角色移除,"""帝大""",0,"""Portrait""",,,,,,,,,,
0,旁白,"""眾大學""","""「帝大說的沒錯，路過路過！」""",,,,,,,,,,,
0,角色彩度,"""台藝大""",100,100,100,,,,,,,,,
0,角色彩度,"""帝大""",100,100,100,,,,,,,,,
0,角色彩度,"""大葉""",100,100,100,,,,,,,,,
0,角色彩度,"""成大""",100,100,100,,,,,,,,,
0,角色彩度,"""陽明""",100,100,100,,,,,,,,,
0,角色彩度,"""交大""",100,100,100,,,,,,,,,
0,角色彩度,"""清大""",100,100,100,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""驚""","""線性""",0.75,568,,,1,"""「什麼？等等，不是妳們用企劃書把我們騙到這──」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""喜""","""線性""",0.25,568,,,1,"""「好了輔仁，就當成是這樣吧。」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""「接下來還得聯絡協調租借設備的廠商呢，我們的工作可是堆得跟山一樣高。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""政大拉著仍一臉困惑的輔仁走遠了。""",,,,,,,,,,,
0,場景範圍還原,,,,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,淡出,"""透明度""",0,100,1,,,,,,,,,
wait,,,,,,,,,,,,,,
0,前往章節,"""c3-1""",,,,,,,,,,,,
wait,,,,,,,,,,,,,,
end,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
tag,c3-1,,,,,,,,,,,,,
0,所有角色移除,,,,,,,,,,,,,
0,淡入,"""透明度""",100,0,1,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「……真是的。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""看來經歷過五年五百億事件後，各大學的行事風格都變得比之前圓滑許多。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""堅持沒有參與場地選定的工作，應該也是顧慮到政大和輔仁的自尊吧。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""想到這裡，讓我不禁感覺心情就像要飛上夜空的聖誕老人般充滿了喜悅。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""踏著變得輕快的腳步，我緊追在兩名少女的身後。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,背景,"""繁華街道""",0,,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""哀""","""線性""",0.75,568,,,1,"""「唉唉，結果莫名其妙地就完成了場勘的工作。」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「這樣不是很好嗎？」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""哀""","""線性""",0.75,568,,,1,"""「一點也不好！總覺得缺乏靠自己努力後獲得的那種成就感……」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""喜""","""線性""",0.25,568,,,1,"""「既然輔仁如此認為，可以沿著淡水河路跑呀。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""樂""","""線性""",0.25,568,,,1,"""「從這裡一路跑到淡水去……呼呼，肯定是前無古人後無來者的驚人成就。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""樂""","""線性""",0.75,568,,,1,"""「要跑的話，我會死命拖著政大跑的。」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「明明都已經把舞會場地的問題解決了，妳們卻還是沒辦法停止吵架啊……」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""喜""","""線性""",0.75,568,,,1,"""「""+MEM[""暱稱""]+""你誤會了，這可不是吵架。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""喜""","""線性""",0.25,568,,,1,"""「這只是在說閒話罷了。」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「……果然妳們兩個其實還蠻像的。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""喜""","""線性""",0.25,568,,,1,"""「是呀。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""平""","""線性""",0.25,568,,,1,"""「上午也提過，我和輔仁之間存在著許多相似之處……」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""驚""","""線性""",0.75,568,,,1,"""「難道還有喔？該不會要說我其實是政大有血緣的親姐妹之類的？」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「輔仁妳連續劇看太多了吧？同樣都是大學擬人，哪有可能發生這種事？」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,表情,"""輔仁""","""平""",,,,,,,,,,,
0,說話,"""政大""","""喜""","""線性""",0.25,568,,,1,"""「既然""+MEM[""姓""]+""同學特地吐槽，就請你來回答吧。」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「怎麼我又中槍了？我要在地上多寫幾個慘字。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""喜""","""線性""",0.25,568,,,1,"""「""+MEM[""姓""]+""同學，看你對歷史似乎還蠻有自信的。」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""政大肯定是對我產生了某種誤會，我只是搬出某港片的名台詞而已。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""平""","""線性""",0.25,568,,,1,"""「那麼你應該也知道，我國政府因為發生內戰而被迫棄守大陸的過去。」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「呃，難道是在說『國共內戰』與『國民政府遷台』嗎？」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""在對日抗戰好不容易取得勝利後，原本據有整片大陸國土的國民政府，很快又捲入了與共產黨的戰爭，史稱「國共內戰」。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""戰事接連失利下，國民政府最終只能撤退到台灣，並就此落地生根，度過了漫長的歲月。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""這段往事幾乎可說是台灣人的基本常識。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""平""","""線性""",0.25,568,,,1,"""「事實上，早在國民政府還在大陸的時期，我就已經誕生了。」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「誕生……是指創校？」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""平""","""線性""",0.25,568,,,1,"""「是的，而且輔仁也是。我們過去都曾經設立於對岸的大地，在那裡履行教育學子的義務。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""驚""","""線性""",0.75,568,,,1,"""「唔……確實是這樣。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""哀""","""線性""",0.25,568,,,1,"""「其他學校還有清大、交大、中央、中山等等……」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""哀""","""線性""",0.25,568,,,1,"""「因為戰爭而一度死去，接著經歷種種困難，好不容易才得以在新的土地上重獲新生。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""哀""","""線性""",0.75,568,,,1,"""「過去的事嗎……早就全都記不得了。雖然對於校史本身還是很清楚的……」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""哀""","""線性""",0.75,568,,,1,"""「是被時間沖淡了記憶嗎？但是，連悲傷的情緒都遺忘了……」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""哀""","""線性""",0.25,568,,,1,"""「畢竟現在的我們，已經跟當時有著極大的差異。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""哀""","""線性""",0.25,568,,,1,"""「或許，我們不應該繼續消耗無謂的精力在內鬥上頭。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""哀""","""線性""",0.25,568,,,1,"""「沒能記取先前的教訓，實在是愧對於過去的我們。」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""這時一陣刺骨寒風襲來，即使穿著厚重的羽絨夾克，仍讓我不禁背脊發冷。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""看著輔仁和政大哀痛的神情，讓我又一次意識到自己有多麼弱小無力。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""縱使自恃有點小聰明，世上仍然存在著許多任憑我再怎麼努力也沒辦法解決的困難。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""可是……""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""就算是弱小如我，偶爾也想做點了不起的大事。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""首先要踏出第一步──哪怕只有前進一點點也無所謂。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「好了我說妳們，也該是吃飯的時候了吧？」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,表情,"""政大""","""驚""",,,,,,,,,,,
0,表情,"""輔仁""","""驚""",,,,,,,,,,,
0,旁白,,"""我大力拍動雙手手掌，將兩名少女從沉重的省思中拉了出來。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「如果要煩惱的話，至少也該先填飽肚子再說。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「吃完美味的食物，再一邊努力跟瞌睡蟲對抗，一邊用殘存的腦力來思考接下來該做些什麼、又該怎麼做會更好吧。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""驚""","""線性""",0.75,568,,,1,"""「說、說得也是，正好能夠轉換一下心情。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""羞""","""線性""",0.75,568,,,1,"""「現在才發現整天幾乎沒吃飯，肚子都快餓扁了。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""喜""","""線性""",0.25,568,,,1,"""「那麼，晚餐該吃什麼才好呢？」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""樂""","""線性""",0.75,568,,,1,"""「我記得這附近有間拉麵店挺不錯的。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""喜""","""線性""",0.25,568,,,1,"""「拉麵太過重口味了吧？還不如吃火鍋。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""惑""","""線性""",0.75,568,,,1,"""「拉麵怎麼會重口味？妳肯定是踩到地雷店了吧！」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""怒""","""線性""",0.25,568,,,1,"""「不，很明顯是妳的味覺出了問題。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""怒""","""線性""",0.75,568,,,1,"""「味覺出了問題？吃火鍋才叫莫名其妙吧，不就把食材全丟鍋子裡煮嗎？」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""怒""","""線性""",0.25,568,,,1,"""「寒夜中熱騰騰火鍋帶來的幸福與溫暖，看來妳是永遠也無法體會的。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""怒""","""線性""",0.75,568,,,1,"""「拉麵也是熱騰騰的啊！妳這叫拉麵歧視!」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""怒""","""線性""",0.25,568,,,1,"""「＃︿＃％︿＃％＆＃％」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""怒""","""線性""",0.75,568,,,1,"""「＄＠︿＠＄︿＠＄︿＠」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁&政大""","""怒""",,,,,,,"""「""+MEM[""姓名""]+""！就讓你決定晚餐吃什麼吧！」""",,,,
0,角色彩度,"""輔仁""",100,100,100,,,,,,,,,
0,角色彩度,"""政大""",100,100,100,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「哇咧，怎麼又來了……」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""看樣子要讓輔仁和政大乖乖同心協力，還有很漫長的路要走。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""也罷，就把解決這個麻煩，當成我的第一步吧。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,淡出,"""透明度""",0,100,1,,,,,,,,,
wait,,,,,,,,,,,,,,
0,分歧判斷,"""c3-1""",,,,,,,,,,,,
wait,"""check""",,,,,,,,,,,,,
end,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
tag,c輔仁結局,,,,,,,,,,,,,
0,音樂,"""BGM1""",,,,,,,,,,,,
0,禁止略過,,,,,,,,,,,,,
0,禁止自動,,,,,,,,,,,,,
0,所有角色移除,,,,,,,,,,,,,
0,淡入,"""透明度""",100,0,1,,,,,,,,,
0,背景,"""主角房間""",0,,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""聖誕節當天下午──""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""昨晚玩得筋疲力盡的我，正享受著難得的冬日午睡。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""沒想到輔仁卻再度出現，還試圖讓我離開溫暖的被窩。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""樂""","""線性""",0.5,568,,,1,"""「唷呼，""+MEM[""暱稱""]+""在嗎？""+MEM[""暱稱""]+""～～」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「……」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「什麼啊，我還以為是誰，原來是輔仁。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「唉，難道又有麻煩事要找我解決了？今日公休，改天請早。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""哀""","""線性""",0.5,568,,,1,"""「什麼什麼啊……難得的假日，你打算就這樣睡掉？」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「我說，不久前才為了幫妳們而四處奔波了一整天耶？更何況昨天舞會又瘋到整個晚上都沒休息……」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「現在只是把提前用掉的睡眠額度補充回來……唔嗯……」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""怒""","""線性""",0.5,568,,,1,"""「別再賴床了啦！喂""+MEM[""暱稱""]+""，再幫我一個小忙就好了啦！」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「鼾～～」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""眼角馬上瞄到輔仁抬起了與人同高的十字架。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""被砸到可不是鬧著玩的，我趕緊連滾帶爬地翻身下床。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「所以妳想找我幫什麼忙？該不會又跟政大吵架了吧。政大在哪裡？」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""喜""","""線性""",0.5,568,,,1,"""「不，今天只有我一個人。」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「妳一個人？」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""惑""","""線性""",0.5,568,,,1,"""「再過幾天不是就要過新年了嗎？我想趁這幾天比較有空，去找幾件好看的衣服來換。」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「簡單來說就是逛街吧。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「如果不是要買特價洋芋片或是遊戲光碟的話，實在是很難讓我提得起勁耶……」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""怒""","""線性""",0.5,568,,,1,"""「快要迎接大考的準考生居然還說這種喪氣話，太不像樣了！」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「所以身為一個準考生，為什麼非得出門陪妳逛街不可呢？」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""怒""","""線性""",0.5,568,,,1,"""「你看起來明明就很閒啊？好啦，別再拖拖拉拉的，現在馬上出發！」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""眼看沒有拒絕的餘地，我只能打著呵欠換上外出用的服裝，然後被輔仁硬是拖出了家門。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,淡出,"""透明度""",0,100,1,,,,,,,,,
wait,,,,,,,,,,,,,,
0,前往章節,"""a輔仁結局1""",,,,,,,,,,,,
wait,,,,,,,,,,,,,,
end,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
tag,a輔仁結局1,,,,,,,,,,,,,
0,所有角色移除,,,,,,,,,,,,,
0,淡入,"""透明度""",100,0,1,,,,,,,,,
0,背景,"""街道白天""",0,,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""昨夜的聖誕舞會確實是非常成功，在大批年輕學生踴躍參與下，最後也順利地圓滿落幕了。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""最近看新聞裡提到，現在國家少子化的狀況變得非常嚴重。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""影響擴大到社會的各個層面，更連帶令各大學的招生人數明顯減少。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""因此在舞會上，各大學都非常積極地和高中生們互動，想要盡可能提高學生就讀的意願。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""用這種方式進行競爭，也算是相對比較公平。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""雖然沒人能夠確定，在努力之後的結果會是如何──""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""仍是比什麼也不做來得好，大家應該都是懷著相同的念頭吧。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""而我也被當下熱烈的氣氛感染，玩得有點過了頭，導致現在全身痠痛……""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,背景,"""商場""",0,,,,,,,,,,,
0,旁白,,"""忍著一身疼痛的我，好不容易跟著輔仁來到了位於鬧區的商店街。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""附近這一帶似乎正在舉辦特賣會，所以人潮非常多，甚至到了寸步難行的地步。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""我被洶湧的人群擠得頭昏腦脹，只想快點結束回家補眠。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""輔仁看準其中一間店走了進去，伸手翻揀掛在衣架上的服飾。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""樂""","""線性""",0.5,568,,,1,"""「呼呼，這件針織毛衣似乎挺好看的。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""喜""","""線性""",0.5,568,,,1,"""「""+MEM[""暱稱""]+""覺得如何？」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「很好啊。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""惑""","""線性""",0.5,568,,,1,"""「那……這件背心呢？」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「還不錯。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""哀""","""線性""",0.5,568,,,1,"""「或者這件……」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「蠻棒的。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""怒""","""線性""",0.5,568,,,1,"""「你根本就是在敷衍我嘛！這樣不會有女孩子喜歡你的喔！」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「真傷人耶……」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""雖然我確實是在敷衍沒錯，但也不能怪我。現在我的腦袋裡可是一片宇宙初開的混沌景象哦？""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「話說輔仁，妳跑來這裡買衣服是有什麼意義嗎？」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「妳身上穿的服裝應該是投影產生的吧？如果想要換裝的話，應該改個設定之類的就能換了吧？」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""怒""","""線性""",0.5,568,,,1,"""「你當我是網路遊戲裡的角色喔，想換就能換！」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""哀""","""線性""",0.5,568,,,1,"""「就是因為沒辦法，才會想試試看能不能直接換穿真正的衣服啊？」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「原來如此，早說嘛。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""喜""","""線性""",0.5,568,,,1,"""「更何況，很多學生也在電台CALL IN時說想看到不同面貌的輔仁。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""樂""","""線性""",0.5,568,,,1,"""「這也算是招生手段的一種呢！說不定明年舞會可以派得上用場。」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「哦……開始有點期待了。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""喜""","""線性""",0.5,568,,,1,"""「說到舞會，如果那天沒有""+MEM[""暱稱""]+""幫忙，舞會真不知會變得多悽慘。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""樂""","""線性""",0.5,568,,,1,"""「謝謝你，""+MEM[""暱稱""]+""。」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「噢，沒什麼啦。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「畢竟身為一個普通的學生，很難得有個值得誇耀的事蹟呢。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""喜""","""線性""",0.5,568,,,1,"""「對了對了，這件你覺得穿起來如何呀？」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""輔仁手裡拿著一件棕色的連帽上衣。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「感覺比較像是男性的服裝吧？妳怎麼會選這件？」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""喜""","""線性""",0.5,568,,,1,"""「不是我要穿的，是你。」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「我？為什麼？」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""樂""","""線性""",0.5,568,,,1,"""「不覺得只要裝上一對角，就很像馴鹿了嗎？」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""樂""","""線性""",0.5,568,,,1,"""「明年聖誕舞會，就由你來穿這套衣服扮演馴鹿囉。鼻子紅通通的紅鼻子馴鹿～～」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「已經預定好明年我也要當工具人了嗎……我要收回剛才對舞會期待的話。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""惑""","""線性""",0.5,568,,,1,"""「為什麼要擺出一副苦瓜臉？當然，前提是你願意來讀輔仁。」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「輔仁還真的是很積極在招學生呢。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""喜""","""線性""",0.5,568,,,1,"""「要是學生人數減少的話，我們就相對失去了更多吸引優秀學生入學的機會。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""喜""","""線性""",0.5,568,,,1,"""「如果能造就更多出色的校友，不僅能為學校爭取榮譽，也是重要的資助來源哦？」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「聽起來確實很合理。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""喜""","""線性""",0.5,568,,,1,"""「所以說""+MEM[""暱稱""]+""，認真考慮看看吧？你可是我重點爭取的新生候補呢。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""羞""","""線性""",0.5,568,,,1,"""「經歷了前幾次的事件讓我深刻體會到，果然還是得有人來幫我動動腦才行。」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「妳也太看得起我了吧？」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「再怎麼說，我也只是個還陷在大考裡勉強掙扎的普通高中生而已。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""惑""","""線性""",0.5,568,,,1,"""「是嗎？我倒覺得是""+MEM[""暱稱""]+""太看不起自己了。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""喜""","""線性""",0.5,568,,,1,"""「我啊，可是還有很多理想遠大的目標。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""羞""","""線性""",0.5,568,,,1,"""「雖然那些目標並不是在伸手可及的地方，但是感覺只要有""+MEM[""暱稱""]+""幫忙，就有達成的希望──我是這樣認為。」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""去讀輔仁……嗎？""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""對一向做事欠缺積極的我來說，或許是個不錯的選擇。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""與此同時，輔仁挽起了我的手臂。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,CG模式開啟,,,,,,,,,,,,,
0,背景,"""Ending2""",0,,"""結局""",,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,"""輔仁""","""「欸，""+MEM[""暱稱""]+""！那裡好像還有幾件很有趣的衣服，去換換看吧！」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「好啦好啦……」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""在輔仁的催促聲中，我邁出了腳步。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,抵達結局,2,,,,,,,,,,,,
0,Transition,"""Share""",,,,,,,,,,,,
wait,"""end""",,,,,,,,,,,,,
end,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
tag,c政大結局,,,,,,,,,,,,,
0,音樂,"""BGM1""",,,,,,,,,,,,
0,禁止略過,,,,,,,,,,,,,
0,禁止自動,,,,,,,,,,,,,
0,所有角色移除,,,,,,,,,,,,,
0,淡入,"""透明度""",100,0,1,,,,,,,,,
0,背景,"""主角房間""",0,,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""聖誕節當天下午──""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""昨晚玩得筋疲力盡的我，正享受著難得的冬日午睡。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""但在朦朧之間，總覺得似乎有人正在盯著我瞧。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
